country_iso3_code,year,indicator,value
CAF,2014,NV.IND.MANF.ZS,17.4432276090289
CAF,2013,NV.IND.MANF.ZS,21.0613882528401
CAF,2012,NV.IND.MANF.ZS,23.6514687946965
TCD,2017,NV.IND.MANF.ZS,10.1271530345387
TCD,2016,NV.IND.MANF.ZS,8.95389084216371
TCD,2015,NV.IND.MANF.ZS,6.90651696275599
TCD,2014,NV.IND.MANF.ZS,5.80454204831159
TCD,2013,NV.IND.MANF.ZS,5.97295728900177
TCD,2012,NV.IND.MANF.ZS,6.99150747782119
CHI,2017,NV.IND.MANF.ZS,0.797519817155903
CHI,2016,NV.IND.MANF.ZS,0.864740264848418
CHL,2017,NV.IND.MANF.ZS,9.16084501298879
CHL,2016,NV.IND.MANF.ZS,9.70592438632348
