estimate,se,tvalue,p_cluster,ci_low_95,ci_high_95,p_wild_bootstrap,bootstrap_reps_requested,bootstrap_reps_success,test_id,hypothesis,outcome,test_type,expected_direction,alternative,pvalue_for_fdr,n_obs,n_countries,n_years,within_r2,inference,outcome_key,model,focal_term,focal_label,qvalue_bh_full_structural_family,fdr_significant_0_05
-0.0646712565118823,0.0741103583414166,-0.8726345137065785,0.3837844237653935,-0.2107034581953198,0.0813609451715551,,0,0,adjustment_A_FE_recovery_eci_exposure_post,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.3837844237653935,2507,228,11,0.0313591196120079,country_clustered,recovery,A_FE,eci_exposure_post,ECI x exposure x post,0.789415883135952,0
0.0405505964127125,0.051100893943418,0.7935398636589907,0.4282920442425482,-0.0601421571720292,0.1412433499974543,,0,0,adjustment_A_FE_recovery_eci_exposure_post_x_moderator,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.4282920442425482,2507,228,11,0.0313591196120079,country_clustered,recovery,A_FE,eci_exposure_post_x_moderator,ECI x exposure x post x COI,0.789415883135952,0
-0.0235520550744566,0.0483645576374167,-0.4869693061399131,0.6269263579320246,-0.1190452445530052,0.0719411344040919,,0,0,adjustment_B_structural_x_year_recovery_eci_exposure_post,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.6269263579320246,1826,166,11,0.2800809564201609,country_clustered,recovery,B_structural_x_year,eci_exposure_post,ECI x exposure x post,0.789415883135952,0
0.023140411216711,0.035342292946239,0.654751270720071,0.5135395946712348,-0.0466410246484354,0.0929218470818575,,0,0,adjustment_B_structural_x_year_recovery_eci_exposure_post_x_moderator,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.5135395946712348,1826,166,11,0.2800809564201609,country_clustered,recovery,B_structural_x_year,eci_exposure_post_x_moderator,ECI x exposure x post x COI,0.789415883135952,0
-0.0543436527602701,0.0774067910649798,-0.7020527787368273,0.4833654613295959,-0.2068713746259957,0.0981840691054554,,0,0,adjustment_C_region_x_year_recovery_eci_exposure_post,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.4833654613295959,2507,228,11,0.0569365971447505,country_clustered,recovery,C_region_x_year,eci_exposure_post,ECI x exposure x post,0.789415883135952,0
0.0418845196345105,0.0630985092503184,0.6637957082052487,0.507494683909385,-0.082449169136999,0.1662182084060201,,0,0,adjustment_C_region_x_year_recovery_eci_exposure_post_x_moderator,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.507494683909385,2507,228,11,0.0569365971447505,country_clustered,recovery,C_region_x_year,eci_exposure_post_x_moderator,ECI x exposure x post x COI,0.789415883135952,0
0.0211565061539437,0.0823668717581978,0.2568569826962995,0.7975218352672422,-0.141144903498059,0.1834579158059464,,0,0,adjustment_D_country_trends_recovery_eci_exposure_post,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.7975218352672422,2507,228,11,0.4080662730734132,country_clustered,recovery,D_country_trends,eci_exposure_post,ECI x exposure x post,0.8647692307692307,0
0.0225585800807948,0.0499048950461905,0.452031410143539,0.6516779869018443,-0.0757774941397954,0.1208946543013851,,0,0,adjustment_D_country_trends_recovery_eci_exposure_post_x_moderator,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.6516779869018443,2507,228,11,0.4080662730734132,country_clustered,recovery,D_country_trends,eci_exposure_post_x_moderator,ECI x exposure x post x COI,0.789415883135952,0
0.0572158884513907,0.0475343878353495,1.203673615185204,0.2304397841182695,-0.0366381758892316,0.1510699527920132,,0,0,adjustment_E_gps_overlap_recovery_eci_exposure_post,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.2304397841182695,1826,166,11,0.0156038698377803,country_clustered,recovery,E_gps_overlap,eci_exposure_post,ECI x exposure x post,0.789415883135952,0
0.0212959919847343,0.037102542226669,0.573976625499989,0.5667652175406478,-0.0519609603800304,0.0945529443494991,,0,0,adjustment_E_gps_overlap_recovery_eci_exposure_post_x_moderator,Progressive confounding adjustment,Log export recovery,coefficient,two-sided,two-sided,0.5667652175406478,1826,166,11,0.0156038698377803,country_clustered,recovery,E_gps_overlap,eci_exposure_post_x_moderator,ECI x exposure x post x COI,0.789415883135952,0
-0.0079792162537931,0.0182940851131007,-0.4361637220152142,0.6631324680268987,-0.0440271532310092,0.028068720723423,,0,0,adjustment_A_FE_diversification_eci_exposure_post,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.6631324680268987,2507,228,11,0.0028591328514816,country_clustered,diversification,A_FE,eci_exposure_post,ECI x exposure x post,0.789415883135952,0
0.0003319216030308,0.0086508518514688,0.0383686611133518,0.9694274690707704,-0.0167143182287532,0.0173781614348148,,0,0,adjustment_A_FE_diversification_eci_exposure_post_x_moderator,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.9694274690707704,2507,228,11,0.0028591328514816,country_clustered,diversification,A_FE,eci_exposure_post_x_moderator,ECI x exposure x post x COI,0.9811073180957193,0
-0.0216600592538914,0.0102231375313932,-2.118729126687144,0.0356104317879611,-0.0418450884785842,-0.0014750300291985,,0,0,adjustment_B_structural_x_year_diversification_eci_exposure_post,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.0356104317879611,1826,166,11,0.1425534103754764,country_clustered,diversification,B_structural_x_year,eci_exposure_post,ECI x exposure x post,0.504,0
0.0038989127589596,0.007772087222075,0.5016558161989731,0.616578348916082,-0.0114466508933632,0.0192444764112825,,0,0,adjustment_B_structural_x_year_diversification_eci_exposure_post_x_moderator,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.616578348916082,1826,166,11,0.1425534103754764,country_clustered,diversification,B_structural_x_year,eci_exposure_post_x_moderator,ECI x exposure x post x COI,0.789415883135952,0
-0.0077791636552796,0.0186287466086897,-0.4175892140618268,0.6766421855451017,-0.0444865409066124,0.028928213596053,,0,0,adjustment_C_region_x_year_diversification_eci_exposure_post,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.6766421855451017,2507,228,11,0.0302805475407734,country_clustered,diversification,C_region_x_year,eci_exposure_post,ECI x exposure x post,0.789415883135952,0
0.0001623194990053,0.0095432615262564,0.0170088075820548,0.9864445293446792,-0.0186423863897428,0.0189670253877534,,0,0,adjustment_C_region_x_year_diversification_eci_exposure_post_x_moderator,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.9864445293446792,2507,228,11,0.0302805475407734,country_clustered,diversification,C_region_x_year,eci_exposure_post_x_moderator,ECI x exposure x post x COI,0.9864445293446791,0
0.0344048929451771,0.014849251712718,2.3169445579341925,0.0213979227689478,0.0051448951595784,0.0636648907307758,,0,0,adjustment_D_country_trends_diversification_eci_exposure_post,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.0213979227689478,2507,228,11,0.3244494249881988,country_clustered,diversification,D_country_trends,eci_exposure_post,ECI x exposure x post,0.504,0
0.0057319241141264,0.0086769093487583,0.6605951363254362,0.5095417994937602,-0.0113656612216424,0.0228295094498953,,0,0,adjustment_D_country_trends_diversification_eci_exposure_post_x_moderator,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.5095417994937602,2507,228,11,0.3244494249881988,country_clustered,diversification,D_country_trends,eci_exposure_post_x_moderator,ECI x exposure x post x COI,0.789415883135952,0
-0.0297553996261383,0.0107280799558827,-2.7735997259996226,0.00618277804974,-0.0509374102143127,-0.008573389037964,,0,0,adjustment_E_gps_overlap_diversification_eci_exposure_post,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.00618277804974,1826,166,11,0.0472322200020686,country_clustered,diversification,E_gps_overlap,eci_exposure_post,ECI x exposure x post,0.37799999999999995,0
0.00642736394757,0.0077191211397918,0.832654887929815,0.4062429707647858,-0.0088136210550457,0.0216683489501858,,0,0,adjustment_E_gps_overlap_diversification_eci_exposure_post_x_moderator,Progressive confounding adjustment,Partner diversification excluding US and China,coefficient,two-sided,two-sided,0.4062429707647858,1826,166,11,0.0472322200020686,country_clustered,diversification,E_gps_overlap,eci_exposure_post_x_moderator,ECI x exposure x post x COI,0.789415883135952,0
